#,Who,=,*,A,B,C,D,E
,diveshuttam,750,,,300,450,,
,Alsophila,750,,150,,,600,-4
,lukomskiy,750,,,,,,750
,comfi,750,,,,,,750
,ql_wpc,750,,,,,,750
,nadyushka228,750,,,,,,750
,DimmyT,750,,,,,,750
,47th-draganov,750,,,,,,750
,akashdeep,750,,,,,,750
,AVM.Martin,750,,,,,,750
,ZERO.,750,,150,,,600,
,Taoist_Yu,750,,,300,450,,
,Peter.Park,750,,,300,450,,
,wery0,750,,,,,,750
,I-Love-Islam,750,,,,,,750
,NimaV,750,,,,,,750
,TangentDay,750,,,,,,750
,badcw,750,,,,,,750
,Huyyt,750,,,,,,750
,lessmeaning,750,,,,,,750
,jarakcyc,750,,,,,,750
,hs484,750,,,,,,750
,kopricky,750,,,,,,750
,slicedclementines,750,,,,,,750
,xwchow,750,,,,,,750
,Eric__li,750,,,300,450,-4,
,bmm,750,,,300,450,,
,SPatrik,750,,,,,,750
,mmi366127,750,,150,,,600,
,Undying,750,,,,,,750
,goodbye2018,750,,,,,,750
,henu_16l_lxl,750,,150,,,600,
,Juniorandrade,750,,,,,,750
,libra9z,750,,,,,,750
,Strange_Evil,750,,,300,450,,
,solaimanope,750,,,,,,750
,Ferume,750,,,,,,750
,balakrishnan,750,,,,,,750
,raunaqroxx,750,,,300,450,,
,foool,750,,,300,450,,
,zjf_juruo,750,,,,,,750
,falconlover,750,,,300,450,-2,
,beet,750,,,,,,750
,Thesedays_,750,,,,,,750
,Xones,750,,150,,,600,
,nikolapesic2802,750,,,,,,750
,baixiao,750,,,300,450,,
,mredigonda,750,,,,,,750
,prjwl132,750,,,300,450,,
,Lius,750,,,,,,750
,Nirav,750,,150,,,600,
,torus711,750,,,,,,750
,StillANoob,750,,,,,,750
,aminul,750,,,,,,750
,DGC,750,,,,,,750
,utkarshv3,750,,,300,450,,
,fedimser,750,,,,,,750
,vhnvn,750,,,,,,750
,Hayashimo,750,,,,,,750
,dxd666,750,,,,,,750
,OMG_wc,750,,,,,,750
,sdnr1,750,,,,,,750
,Sheoran_Jitu,750,,,,,,750
,PugachAG,750,,,,,,750
,SunGlasses,750,,,,,,750
,Ranklast,750,,,,,,750
,Hahahahahahahhahaha,750,,,300,450,,
,usertab34,750,,150,,,600,
,Marinkovic,750,,,,,,750
,gurshaan,750,,,300,450,,
,betrue12,750,,,,,,750
,_HYX_,750,,,,,,750
,bgrm,750,,,,,,750
,Soul_Full_Of_Thunder,750,,,,,,750
,sandy_033,750,,,300,450,,
,Honour_00,750,,,,,,750
,fragusbot,750,,,,,,750
,newgate,750,,,,,,750
,__alt,750,,,,,,750
,Karlis,750,,,,,-11,750
,Sidiq_HA,750,,,,,-7,750
,RobeZH,750,,,,,,750
,_Sakits,750,,,,,,750
,natsugiri,750,,,,,,750
,YouKn0wWho,750,,,,,,750
,hirokazu1020,750,,,,,,750
,YannLuo,750,,150,,,600,
,ilovekidneystone,750,,,,,,750
,sohel_sec,750,,150,,,600,
,sabertooth,600,,150,,450,,
,zqy1018,600,,,,,600,-1
,nitro007,600,,,,-3,600,
,baluteshih,600,,,,,600,
,MadeOnEarth,600,,,,,600,
,4l5n3,600,,,,,600,
,osmanorman,600,,-1,,,600,
,kusomushi,600,,,,,600,
,sovspace,600,,150,,450,,
,guanaco96,600,,,,,600,
,RSHS,600,,,,,600,
,wangsili,600,,,,,600,
,Xelmeph,600,,,,,600,
,agarus,600,,150,,450,-2,
,MoNsTeR_CuBe,600,,,,,600,
,Humanoid,600,,,,,600,
,Learner99,600,,,,,600,
,manaranjanfav,600,,150,,450,,
,swetanjal,600,,,,,600,
,What_is_going_on,600,,,,,600,
,ishit24,600,,,,,600,
,killer_bee,600,,,,,600,
,Taran106,600,,,,,600,
,zjz123,600,,,,,600,-11
,xXLucarioXx,600,,150,,450,-3,
,ZhouZhengyu,600,,,,,600,
,HazemEssawi,600,,,,,600,
,Timely_Rain,600,,,,,600,
,nowing,600,,,,,600,
,tanasaradu2,600,,,,,600,
,zz6d,600,,,,,600,
,IT_MACHINE,600,,,,,600,
,4llower,600,,,,,600,
,omikad,600,,,,,600,
,AQT,600,,,,,600,
,Baharevim,600,,,,,600,
,DerUbermensch,600,,,,,600,
,stefdasca,600,,,,,600,
,Motarack,600,,,,,600,
,HCI,600,,,,,600,
,patak,600,,,,,600,
,1287365536,600,,,,,600,
,DoomzGay,600,,,,,600,
,LuckyPaper,600,,,,,600,
,samarth1729,600,,,,,600,
,Storm_Stark,600,,,,,600,
,dhruvsomani,600,,,,,600,
,coder_rk98,600,,,,,600,
,frteen,600,,,,,600,
,PengsenMao,600,,,,,600,
,manishtanwar,600,,,,,600,
,Enigma27,600,,,,,600,
,oleg76,600,,,,,600,
,GGuu,600,,,,,600,
,2390_,600,,,,,600,
,PopovPavel,600,,,,,600,
,DieOrBreakout,600,,,,,600,
,Why_not,600,,,,,600,
,hat,600,,,,,600,
,opooopooo,600,,,,,600,
,Grennwolf,600,,,,,600,
,CheaSim,600,,,,,600,
,red1108,600,,,,,600,
,toma-toma,600,,,,,600,
,CaNDidaTE_FaSTer,600,,,,-1,600,
,netszxb,600,,,,,600,
,artifexbm,600,,,,,600,
,ShJ,600,,,,,600,
,fyj_404,600,,,,,600,-2
,harshit601,600,,,,,600,
,Vizka,600,,,,,600,
,Pronod,600,,,,,600,
,abhinash2k16,600,,150,,450,,
,mikit,600,,,,,600,
,TABball,600,,,,,600,
,adam750306,600,,,,,600,-2
,xyloto,600,,150,,450,,
,Karavaev1101,600,,,,,600,
,passer__,600,,,,,600,
,wallcrawler,600,,150,-1,450,,
,Sea106,600,,150,,450,,
,le9018468,600,,,,,600,
,Narut,600,,,,,600,
,maulic,600,,,,,600,
,Falca,600,,,,,600,
,hit023,600,,,,,600,
,puneetrai04,600,,,,,600,
,Byakko,600,,,,,600,
,Brave_Cattle,600,,,,,600,
,Limeni,600,,,,,600,
,AronBM,600,,,,,600,
,Sem_1337,600,,,,,600,
,_Dispwnl,600,,,,,600,
,zhen_de_keng,600,,150,,450,,
,sirjan13,600,,,,,600,
,lamejeck,600,,,,,600,-1
,kou1,600,,150,,450,-1,
,Holidin,600,,,,,600,-5
,FlyWhite,600,,,,,600,
,Manas_Shukla,600,,,,,600,
,frtyhnf,600,,,,,600,
,Regius,600,,,,,600,
,sfialok98,600,,,,,600,
,ibrahim129,600,,,,,600,
,2010160220,600,,,,,600,
,---,600,,,,,600,
,clock3456u89-,600,,,,,600,
,Void_Monitor,600,,,,,600,
,Lunatch,600,,,,,600,-6
,KbMu,600,,,,,600,
,aeternalis1,600,,,,,600,
,PouyaNavid,600,,,,,600,
,MaRos,600,,,,,600,
,Kausal,600,,,,,600,
,15joeybloom,600,,,,,600,
,runfeng1998,600,,,,,600,
,zengzk,600,,,,,600,
,Stephan_,600,,,,,600,
,FuyuMai12,600,,,,,600,
,face4,600,,,,,600,
,xgzepto,600,,,,,600,
,Stelutzu,600,,,,,600,-1
,Sheryang,600,,,,,600,
,Evro,600,,,,,600,
,Black_Chen,600,,,,,600,
,darshankdarji,600,,,,,600,
,ytrsk,600,,,,,600,
,RockyB,600,,,,,600,
,san9407,600,,150,,450,,
,CaptainTheBoatMan,600,,,,,600,
,adhoc_king,600,,150,-1,450,,
,TheRedLegend,600,,,,,600,
,sowfelicity,600,,,,,600,
,hrynb,600,,,,,600,
,zhixiang,600,,,,,600,
,ardan,600,,,,,600,
,DrinkWaterEatFood,600,,,,,600,
,Quartermelon,600,,,,,600,
,shahidul_brur,600,,,,,600,
,james_ryans,600,,,,,600,
,pushpendra1997,600,,,,,600,
,MadMax,600,,,,,600,
,milosz,600,,,,,600,-8
,reza,600,,,,,600,
,SAUPeking,600,,,,,600,
,834929914,600,,,,,600,
,Comrad_of_Stalin,600,,,,,600,
,giaoger,600,,,,,600,
,TISparta,600,,,,,600,-1
,x_zadfar,600,,,,,600,
,TrainingMachine,600,,,,,600,-2
,FarmerKb,600,,,,,600,
,RaFiN_,600,,,,,600,
,Ricksbestmorty,600,,,,,600,
,sas1905,600,,,,,600,
,revolIA,600,,,,,600,
,Zibi,600,,,,,600,
,NJUSigma,600,,,,,600,
,1024_20171786,600,,150,,450,,
,kg01,600,,150,,450,,
,Ninjaboy97,600,,,,,600,
,potoooooooo,600,,,,,600,
,Bassel,600,,,,,600,
,tandonkarsh,600,,,,,600,
,misophonic,600,,,,,600,
,sukhad.anand,600,,,,,600,
,gaurav_2000,600,,150,,450,,
,denya0918273645,600,,,,,600,
,pajenegod,600,,,,,600,
,pubgoso,600,,,,,600,
,zstu_jack,600,,,,,600,
,vvv23,600,,,,,600,
,nagpaljatin1411,600,,,,,600,
,komolakanto,600,,,,,600,
,Deimos,600,,,,,600,-1
,stunba,600,,,,,600,
,sepehr81,600,,,,,600,
,mijatolaxD,600,,,,,600,
,sanketrai,600,,,,,600,
,farzi_id,600,,,,,600,
,trifangrobert,600,,,,,600,
,tictaccat,600,,,,,600,-2
,Moments_,600,,,,,600,
,Sid03,600,,,,,600,
,Solo_Player.,600,,,,,600,
,Fiction,600,,,,,600,
,aman9802,600,,,,,600,
,agle_sem_phodenge,600,,,,,600,
,Khaled_Mohamed,600,,,,,600,
,SDUTNING,600,,,,,600,
,masamasa,600,,,,,600,
,Hiasat,600,,,,,600,
,yajungi,600,,,,,600,
,CoodeForces,600,,,,,600,
,nik-12,600,,,,,600,
,SongHL,600,,,,,600,
,Yatsumura,600,,,,,600,
,Butskhrikidze,600,,,,,600,
,Bonirt,600,,,,,600,
,grated,600,,,,,600,
,chc_1234567890,600,,,,,600,
,Kingofzeros,600,,,,,600,
,Ilistratov,600,,,,,600,
,prakash11,600,,150,,450,,
,nanatoday,600,,,,,600,
,lqz_t,600,,,,,600,
,QuartZ_Z,600,,,,,600,
,Amoo_Hashem_Mehraban,600,,,,,600,
,5120175164,600,,150,,450,,
,stupid_lad,600,,,,,600,
,dyxx,600,,,,,600,
,justANewbie,600,,,,,600,
,test12346,600,,,,,600,
,wysoowek,600,,,,,600,
,mas3399,600,,,,,600,-2
,moeis0,600,,,,,600,
,igorqs,600,,150,,450,,
,tgprozorova,600,,,,,600,
,crash_owl,600,,,,,600,
,sazas,600,,,,,600,
,Mohinemmmmmmmmmmmmmmmmm,600,,,,,600,
,MagicSpark,600,,,,,600,
,SI_AM,600,,,,,600,
,lclpsoz,600,,,,,600,
,Brijesh1in,600,,150,,450,,
,AllureLove.,600,,,,,600,
,mksgrd,600,,,,,600,
,dmkozyrev,600,,,,,600,
,zendo,600,,,,,600,
,swust20175238,600,,,,,600,-2
,Arrias,600,,,,,600,
,Creed_,600,,,,,600,
,1552382553,600,,,,,600,
,lys0829,600,,,,,600,
,Zeroth,600,,,,,600,
,Spectra,600,,,,,600,
,Nimazare,600,,,,,600,
,xyq0220,600,,,-1,,600,
,partha_mbstu,600,,,,,600,
,hett,600,,,,,600,
,zaki_joho,600,,,,,600,-3
,HumHumMonster,600,,150,,450,,
,Juvitus,600,,,,,600,-6
,long_long_long,600,,,,,600,
,ironic,600,,150,,450,,
,straw_boy,600,,,,,600,
,SDUT_HK,600,,,,,600,
,tomaso,600,,,,,600,
,111vad111,600,,,,,600,
,syk040424,600,,,,,600,
,limabeans,600,,,,,600,
,QuincyTan,600,,-1,,,600,
,LotiyaPathan,600,,,,,600,
,HassanAbadi,600,,,,,600,-1
,gksato,600,,,,,600,
,Changeyourfate,600,,,,,600,
,izumiQR,600,,150,,450,-3,
,Codeforce_123,600,,,,,600,
,armennarkoman,600,,,,,600,
,kiimak,600,,,,,600,
,Bengal_Tiger,600,,,,,600,
,PineappleMi,600,,,,,600,
,Hipo_3412,600,,,,,600,
,shurongwang,600,,,,,600,
,_Ice_Tea_,600,,,,,600,
,Kelang,600,,,,,600,
,RasendeRoland,600,,,,,600,
,River,600,,,,,600,
,2ooWeak2ooSlow2ooDumb,600,,,,,600,
,Photinia.S,600,,,,,600,-4
,AJ47,600,,,,,600,
,henu-wxj,600,,,,,600,
,tukan-king,600,,,,,600,
,kozima,600,,,,,600,
,giangpro93,600,,,,,600,
,mikeleven,600,,,,,600,
,Vegeken_Lin,600,,,,,600,
,kingside,600,,,,,600,
,hosseinmasoodi,600,,,,,600,
,Ab.Sultan,600,,,,,600,
,Kerpoo,600,,,,,600,
,IAmMyHope,600,,,,,600,-1
,Adilet_,600,,,,,600,
,mkayra,600,,,,,600,
,cornhsu,600,,,,,600,
,ZYCSwing,600,,,,,600,
,lsklsklsk,600,,,,,600,
,ChandlerH,600,,,,,600,
,Drice,600,,,,,600,
,abhishek_20123,600,,,,,600,
,wennitao,600,,,,,600,
,acIN1go,600,,,,,600,
,MylnikovNikolay,600,,,,,600,
,rdiachenko,600,,,,,600,
,woniurufeng,600,,,,,600,
,SashaV,600,,,,,600,
,.tx,600,,,,,600,
,DADDY_HONG,600,,,,,600,
,SeaLoong,600,,150,,450,,
,MohamedSameh,600,,,,,600,-1
,stEvo,600,,,,,600,
,tk_hacked,600,,,,,600,
,Sajjad1603105,600,,,,,600,
,1A2012,600,,,,,600,
,ucrop,600,,,,,600,
,VeraK,600,,,,,600,
,yangzijun,600,,,,,600,
,giorgosgiapis,600,,,,,600,
,1610120097,600,,,,,600,
,rdfzXR,600,,,,,600,
,haha_lol,600,,,,,600,
,aniKet_gAjare,600,,,,,600,-3
,MikamiYua,600,,,,,600,
,waic,600,,,,,600,
,icpc_loser,600,,,,,600,
,mikigrubic,600,,,,,600,
,koikotya,600,,,,,600,
,Yazmau,600,,,,,600,
,KillReal,600,,,,,600,
,manutdfc,600,,,,,600,
,madhav_1999,600,,,,,600,
,VeNoOM,600,,150,,450,,
,SatsukiPrime,600,,,,,600,
,sugarrr,600,,,,,600,
,Luka,600,,,,,600,
,Chase_Sky_De_,600,,,,,600,
,DANDROZAVR,600,,,,,600,
,LowR,600,,,,,600,
,drastogi21,600,,,,,600,
,AtillaAk,600,,,,,600,
,Rogue33,600,,,,,600,
,Abra_Stone,600,,,,,600,
,AleXman111,600,,,,,600,
,wdzs,600,,150,,450,,
,cmd035,600,,,,,600,
,Ghost0fSparta,600,,,,,600,
,BL7A.,600,,,,,600,
,Harmony_,600,,,,,600,
,beobeo,600,,,,,600,
,Dalimus,600,,,,,600,-10
,hb11,600,,,,,600,
,kush159,600,,,,,600,
,trungvthe130284,600,,,,,600,
,_c_k_r_,600,,,,,600,
,ondrah,600,,,,,600,-5
,Valeri_Stanchev,600,,,,,600,
,orange__,600,,,,,600,
,romarioGI,600,,,,,600,
,gprano,600,,,,,600,-1
,BiteTheDust,600,,,,,600,
,XORier,600,,,,,600,
,wa007,600,,,,,600,
,LIGUANGZHENG,600,,,,,600,
,hsermeno,600,,,,,600,
,Dochi3,600,,,,,600,
,fro11o,600,,,,,600,
,winter2121,600,,,,,600,
,iphreetom,600,,,,,600,
,tanmayak99,600,,,,,600,
,basel-99,600,,,,,600,
,FetalBagel,600,,,,,600,
,rika0384,600,,,,,600,-1
,BRCode,600,,,,,600,
,h_elloworl_d,600,,,,,600,
,skk1faker,600,,150,,450,,
,Dishant_18,600,,,,,600,
,Abrar535,600,,,,,600,
,SovietPower,600,,,,,600,
,wongdark2017,600,,150,,450,,
,huainan-marquis,600,,,,,600,
,ckxkexing,600,,,,,600,
,mursago,600,,,,,600,
,danza,600,,,,,600,
,cordercorder,600,,,,,600,
,arjun_9426,600,,,,,600,-2
,dark_pain,600,,,,,600,
,IlyaCk,600,,,,,600,
,orz_liuwei,600,,,,,600,
,Shisuko,600,,,,,600,
,sjc061031,600,,,,,600,
,backup_noob,600,,,,,600,
,hypomaniac,600,,,,,600,
,kumarshobhit1998,600,,150,,450,,
,pals7363,600,,,,,600,-1
,hnie_king_wxl,600,,,,,600,
,golub,600,,,,,600,
,sysjuruo,600,,,,,600,
,lambert_lf,450,,,,450,,
,taolahung01,450,,,,450,,
,HoGan_ThEMasTerMind,450,,,,450,,
,Xenon_Sharma,450,,150,300,,,
,w4ynebot,450,,,,450,,
,akashpatil219,450,,,,450,,
,supachai_pay,450,,150,300,,,
,Belal_CSEIU,450,,150,300,,,
,Ctalker,450,,,,450,-2,
,tanmay3198,450,,150,300,,,
,Sepia,450,,,,450,,
,izanbf,450,,,,450,,
,ecjtu17xiongtao,450,,,,450,,
,freaky_baba,450,,,,450,,
,frankshi,450,,,,450,,
,AR16,450,,,,450,,
,EthanLooo,450,,,,450,,
,Ami_Subra,450,,150,300,,,
,you_paison,450,,150,300,,,
,TomazGomes,450,,,,450,,
,IngaleAnkur10,450,,150,300,,,
,swust_Mannix,450,,,,450,,
,waitzkin,450,,150,300,-1,,
,Majka,450,,,,450,,
,Likhon5,450,,,,450,,
,viniciustht,450,,150,300,,,
,k3rnel-pan1c,450,,150,300,,,
,Sarah,450,,150,300,,,
,Sixpathsguy,450,,,,450,,
,PapasFritas,450,,,,450,,
,creatorx,450,,,,450,,
,passerby_Liao,450,,,,450,,
,Anish_ubuntu,450,,,,450,,
,Vladikus-004,450,,150,300,-1,,
,I_Love_NamiraSharmeen,450,,,,450,,
,Black_Panther_1,450,,,,450,,
,HozeSio,450,,150,300,,,
,detaomega,450,,150,300,,,
,mayakin,450,,150,300,,,
,Violet_user,450,,,,450,,
,om_coder,450,,150,300,,,
,kshitij_07,450,,,,450,,
,mohit586,450,,150,300,,,
,gautam23,450,,,,450,,-1
,woodline23xx,450,,,,450,,
,Legendary_Loser,450,,150,300,,,
,TheDazzlingVolcano,450,,150,300,,,
,Mukundan314,450,,,,450,,
,Psp_98,450,,150,300,,,
,Pratibha._899,450,,150,300,,,
,Krackjack,450,,150,300,,,
,XEOL,450,,150,300,,,
,MisterMiracle,450,,150,300,,,
,DE45AMIKU,450,,150,300,,,
,The_old_man,450,,150,300,,,
,prasadpichku,450,,,,450,,
,y0u_kn0w_wh0,450,,,,450,,
,Upgrading.....,450,,,,450,,
,Alphatrance,450,,,,450,,
,jimmy51997,450,,,,450,,
,skyping,450,,,,450,,
,nikhil_c,450,,,,450,,
,julianferres,450,,150,300,,,
,vivek034,450,,150,300,,,
,13553812325,450,,,,450,,
,keshu6598,450,,,,450,,
,Zhanibekkk,450,,,,450,,
,atulcodes,450,,150,300,,,
,NorthKing,450,,,,450,,
,enricogi,450,,150,300,,,
,wildturtle,450,,,,450,,
,anlen,450,,150,300,,,
,chao_1024,450,,150,300,,,
,bnav990,450,,150,300,,,
,dpipi7,450,,,,450,,
,risu007,450,,150,300,,,
,ameyanator,450,,150,300,,,
,askfarid,450,,,,450,,
,shahnirmit2503,450,,-1,,450,,
,return-zan,450,,150,300,,,
,dontgiveup,450,,150,300,,,
,alda-onggar,450,,150,300,,,
,ecjtu17yan,450,,,,450,-1,
,dhydye,450,,,,450,,
,Rtn_e,450,,,,450,,
,upc_ode,450,,150,300,,,
,Aaman007,450,,,,450,,
,arnob114348,450,,150,300,,,
,saip2823,450,,,,450,,
,EndlessWars,450,,,,450,,
,XYINYA_MELKAYA,450,,,,450,,
,abhishekroy98,450,,,,450,,
,Only_Wolfy,450,,,,450,,
,Moonlit,450,,,,450,,
,shaurya98,450,,150,300,,,
,Abkreno94,450,,,,450,,
,Himanshuteli,450,,150,300,,,
,mpiatti,450,,,,450,,
,pracboi,450,,,,450,,
,DongChengrong,450,,,,450,,
,StudyingFather,450,,,,450,,
,NasibSu,450,,,,450,,
,nitksomu,450,,,,450,-1,
,user4852,450,,,,450,,
,bertrandovide,450,,150,300,,,
,_bacali,450,,150,300,,,
,apoorv1999,450,,,,450,-6,
,mtarani,450,,,,450,,
,I_love_wongdark2017,450,,,,450,,
,Washoum,450,,,,450,,
,darkchocolate,450,,,,450,,
,T33,450,,,,450,,
,jinli_,450,,,,450,,
,yashviradiya,450,,150,300,,,
,Paranoid18,450,,,,450,,
,ElegantSound,450,,,,450,,
,amirah,450,,150,300,,,
,averkepasa,450,,,,450,,
,tractor74.ru,450,,,,450,-4,
,Koo_,450,,,,450,,
,Sheth_Smit,450,,150,300,,,
,pilot666,450,,150,300,,,
,0-v-0,450,,,,450,,
,hrustim25,450,,,,450,,
,tahir7044,450,,150,300,,,
,2465806616,450,,,,450,,
,yakushi.kabuto,450,,,,450,,
,jains8844,450,,150,300,,,
,blackstone1,450,,,,450,,
,lordoz,450,,150,300,,,
,momomoxiaobai,450,,150,300,,,
,suzerainravi,450,,150,300,,,
,GuguMelon,450,,150,300,,,
,GreimuL,450,,,,450,,
,somz22,450,,,,450,,
,Rachel_in,450,,150,300,,,
,doushicaiji_,450,,150,300,,,
,noMath,450,,,,450,-2,
,arifshopu07,450,,150,300,,,
,fmj_123,450,,,,450,,
,saisurya027,450,,,,450,,
,TooSimp1e,450,,,,450,,
,Yoo_booy,450,,150,300,,,
,totito,450,,,,450,-2,
,J2Pasuing,450,,,,450,,
,nkorobkov,450,,,,450,,
,kysen,450,,,,450,,
,ay839065,450,,150,300,,,
,more-981630,450,,,,450,,
,mayank1601,450,,,,450,,
,binsjl,450,,150,300,,,
,vigneshwaran34,450,,,,450,,
,FortisFortunaAdiuvat,450,,,,450,,
,Cotheq,450,,150,300,,,
,lisifu,450,,,,450,,
,xish,450,,,,450,,
,anirudh_geek,450,,150,300,,,
,krikti,450,,,,450,,
,Aparichit_Vyavasthapak,450,,,,450,,
,av_123,450,,,,450,,
,Mike_Wasowski,450,,,,450,,
,mentality,450,,,,450,-3,
,LekatoRed,450,,,,450,,
,Gaspare,450,,150,300,,-4,
,Bo12138,450,,150,300,,,
,recurze,450,,,,450,,
,C21,450,,150,300,,-3,
,abhishekad7,450,,,,450,,
,Evankhell,450,,150,300,,,
,liu_zhan,450,,,,450,,
,gold1103,450,,,,450,,
,bkalra92,450,,150,300,,,
,water,450,,-2,-1,450,,
,__Stranger__,450,,,,450,,
,trafalgar_,450,,150,300,,,
,llkpersonal,450,,150,300,,,
,Mahdi_Shokoufi,450,,,,450,,
,v_house,450,,,,450,,
,Valkyrie28,450,,,,450,,
,Juve45,450,,,,450,,
,Pankin,450,,,,450,-2,
,max_kibble,450,,,,450,,
,jp3bgy,450,,,,450,,
,vulence,450,,150,300,,,
,jeong000307,450,,150,300,,,
,Palandr,450,,150,300,,,
,Mohammad_Rony,450,,150,300,,,
,AnonYm0us,450,,150,300,,,
,rogink13,450,,,,450,,
,deepakjnv880,450,,,,450,-1,
,rfqdckcp,450,,,,450,,
,Iftekhar_Hakim_K,450,,,,450,,
,amankrsingh,450,,,,450,,
,joy_umar_hasan,450,,,,450,,
,satyampnc,450,,150,300,,,
,AMIT9019,450,,150,300,,,
,kraten,450,,,,450,,
,karan1808,450,,,,450,,
,sibasish_14,450,,,,450,,
,M1T,450,,,,450,,
,The_Blitz,450,,,,450,,
,vlado,450,,,,450,,
,longsy,450,,,,450,,
,devarshi09,450,,,,450,,
,mario056,450,,150,300,,,
,Mn619,450,,,,450,,
,Alucard_01,450,,,,450,,
,bulb_jalega_boss,450,,,,450,,
,2019gtang,450,,,,450,,
,karngyan,450,,,,450,-2,
,Jugglypuff,450,,,,450,,
,newbie_10,450,,150,300,,,
,harshkirat2,450,,150,300,,,
,prhythm3099,450,,150,300,,,
,sameep17264,450,,,,450,,
,tushar8848,450,,,,450,,
,ShivyShiv,450,,,,450,,
,jenniekim,450,,150,300,,,
,sara_elkady,450,,,,450,,
,lukamosiashvili,450,,,,450,,
,woshimolei,450,,,,450,,
,kangzhaowei,450,,,,450,,
,yuiop8747,450,,,,450,,
,henu_lxl,450,,150,300,,,
,ayu786,450,,,,450,,
,ankrypt,450,,150,300,,,
,jshrey625,450,,,,450,,
,Guozhicheng,450,,,,450,,
,AsiKesh,450,,150,300,,,
,smalljust,450,,150,300,,,
,Zhambyl24,450,,150,300,,,
,c0medy,450,,,,450,,
,Shaad7,450,,150,300,,,
,Just-The-Weak,450,,150,300,,,
,StOlEn_KiNg,450,,150,300,,,
,tusharsk,450,,,,450,,
,Sutirami,450,,,,450,,
,nadakatladheeraj,450,,,,450,,
,h_z_y,450,,,,450,,
,violet.evergarden,450,,-1,,450,,
,inheritag,450,,150,300,,,
,PersonOfInterest,450,,150,300,,,
,meetpr8,450,,,,450,,
,mrsparrow04,450,,150,300,,,
,dasfex,450,,,,450,,
,LGBT228,450,,150,300,,,
,acboksde,450,,,,450,,
,tapopadma,450,,150,300,,,
,Z_yh,450,,,,450,,
,poketred12,450,,,,450,,-1
,huham,450,,,,450,,
,Cristinaaa,450,,150,300,,,
,KleiberXD,450,,,,450,,
,19991121,450,,,,450,-2,
,lalalahhh,450,,,,450,,
,spar5h,450,,,,450,,
,PlAyEr230,450,,,,450,,
,ND612,450,,,,450,,
,Lazyman,450,,,,450,,
,geezers,450,,,,450,,
,ShubhamAvasthi,450,,,,450,,
,Bojack,450,,,,450,,
,prateek2112,450,,150,300,,,
,AmmarBotros,450,,,,450,,
,revanthreddy85,450,,,,450,,
,FrozenBeast028,450,,,,450,,
,Shadman_Ibne_Saiful,450,,150,300,,,
,Jack_Mo,450,,,,450,,
,chenrundong,450,,150,300,,,
,iamSadee,450,,,,450,,
,ashrut_bobby,450,,,,450,,
,sahil_yadav,450,,,,450,,
,Nurislam.Abdykaparov,450,,150,300,,,
,Coder_Keanu,450,,,,450,,
,intmian,450,,,,450,,
,mdrehanzeya,450,,,,450,,
,rache3,450,,150,300,,,
,Rishabh_Verma,450,,,,450,,
,intersection,450,,,,450,,
,daarkl00rd,450,,,,450,,
,_-Noob-_,450,,150,300,,,
,Jety,450,,,,450,-8,
,LaiGL,450,,150,300,,,
,Ace201m,450,,,,450,,
,pinokions009,450,,,,450,,
,Salem_Alwarawreh,450,,150,300,,,
,Dilzhan,450,,,,450,-2,
,wuzj,450,,,,450,,
,ddaydream,450,,150,300,-1,,
,yuzhibo,450,,,,450,,
,Vzhuh_and_Corporation,450,,150,300,-1,,
,ujjk29,450,,,,450,,
,boruto03,450,,150,300,,,
,syyz_lxy,450,,,,450,-1,
,_op.z,450,,,,450,,
,WULI,450,,,,450,,
,mamumamu,450,,,,450,,
,cjmodl,450,,,,450,,
,andyhui,450,,150,300,,,
,Still_Theory,450,,150,300,,,
,cksharma,450,,150,300,,,
,BadduCoder,450,,150,300,,,
,Ashap_Bappy,450,,150,300,,,
,permi_yaxileni,450,,,,450,,
,Pablo_not_Picasso,450,,150,300,,,
,Virus_Life,450,,150,300,,,
,1810113013,450,,150,300,,,
,dynamo214,450,,150,300,,,
,xsanchez,450,,,,450,,
,seedkin,450,,,,450,,
,Sumukh_Bhardwaj,450,,,,450,,
,srishti11,450,,150,300,,,
,Maruf_Robin,450,,150,300,,,
,LightWant,450,,,,450,-4,
,I_love_sophia,450,,150,300,,,
,qdu_DABAI,450,,,,450,,
,smit_1999,450,,150,300,,,
,ahmetyasir,450,,150,300,,,
,hashlib,450,,150,300,,,
,gautamc,450,,,,450,,
,123pow,450,,150,300,,,
,sifat_15,450,,,,450,-2,
,akashagarwal0403,450,,,,450,,
,sg915,450,,150,300,,,
,bhautik_77,450,,,,450,,
,dkp1024,450,,,,450,,
,Suvrajit,450,,,,450,,
,abutocf_,450,,,,450,,
,simpatine,450,,150,300,,,
,curve,450,,,,450,,
,acm2k__,450,,,,450,,
,sunil_bswl,450,,,,450,,
,blinkshot,450,,,,450,,
,Guendabiaani,450,,,,450,,
,nikit523,450,,,,450,,
,aasifkhan7,450,,,,450,,
,CourierLo,450,,,,450,,
,Tanmoy_Datta,450,,,,450,,
,mbstu_nitai,450,,,,450,,
,match,450,,,,450,,
,praveenpathak,450,,150,300,,,
,faizan_amjad,450,,,,450,,
,igortakeo,450,,150,300,,,
,AFreeMan,450,,,,450,,
,rohanrko96.6,450,,,,450,,
,B_A_N,450,,,,450,,
,MisterGu,450,,150,300,,,
,yaroslav2550,450,,,,450,,
,mpranu,450,,,,450,-5,
